Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission
Land Rover;Range Rover;3.0 TDV6 VOGUE Pano 360° Softclo AHK;Finanzierung OHNE Anzahlung möglich!;€ 24.730,-;Fairer Preis;208.000 km;Automatik;08/2014;Diesel;190 kW (258 PS);8,6 l/100 km;228 g/km
BMW;435;435d Gran Coupé xDrive|GSD|M Lenkr|SHZ|PDC|Alarm;Sportfahrwerk, Elektrische Sitze, Sportsitze, Ambientebeleuchtung, Sitzheizung, Schiebedach, Multifunktionslenkrad, CD;€ 21.880,-;Sehr guter Preis;106.245 km;Automatik;07/2016;Diesel;230 kW (313 PS);nan;nan
BMW;650;i xDrive Coupe M Sport LCI Pano-LED-HuD-H/K;LED-Scheinwerfer, Sportfahrwerk, Sportsitze, Soundsystem, Volldigitales Kombiinstrument, Sportpaket, Navigationssystem, Sommerreifen;€ 28.850,-;Sehr guter Preis;122.000 km;Automatik;03/2016;Benzin;330 kW (449 PS);9,1 l/100 km;216 g/km
Volkswagen;Golf;VII Variant 1.6 TDI BMT / NAVI / PDC / SHZ;Fahrerairbag, Navigationssystem, Einparkhilfe Sensoren vorne, Sitzheizung, Touchscreen, Start/Stop-Automatik, Tempomat, Beifahrerairbag;€ 9.990,-;Guter Preis;187.676 km;Automatik;03/2016;Diesel;81 kW (110 PS);4,0 l/100 km;104 g/km
Hyundai;i10;1.2 Style SHZ LenkradHZG Keyless Alarm Temp Tel.-V;Pannenkit, teilb. Rücksitzbank, Katalysator, Beheizbares Lenkrad, MP3, Bluetooth, Alufelgen, Elektrische Seitenspiegel;€ 6.980,-;Guter Preis;148.000 km;Schaltgetriebe;01/2017;Benzin;64 kW (87 PS);nan;nan
Ford;Focus;Titanium 1,0 125PS BI-Xenon/Navi/Winterp.;E10-geeignet, Einparkhilfe selbstlenkendes System, 2-Zonen-Klimaautomatik, Spurhalteassistent, Einparkhilfe Sensoren hinten, USB, Dachreling, Sitzheizung;€ 7.710,-;Sehr guter Preis;118.000 km;Schaltgetriebe;03/2015;Benzin;92 kW (125 PS);nan;nan
Mercedes-Benz;C 220;Lim. Avantgarde Ad Blue defekt!;Schiebedach, Alufelgen, Navigationssystem, Ambientebeleuchtung, Bordcomputer, Freisprecheinrichtung, LED-Scheinwerfer, Anhängerkupplung;€ 12.490,-;Sehr guter Preis;205.000 km;Automatik;06/2014;Diesel;125 kW (170 PS);4,0 l/100 km;110 g/km
Opel;Adam;1.2 Jam IntelliLink LED KLIMA TEMP SHZ;Alufelgen, Apple CarPlay, Multifunktionslenkrad, Sitzheizung, Tempomat, Bluetooth, Geschwindigkeits-begrenzungsanlage, USB;€ 3.999,-;nan;179.000 km;Schaltgetriebe;06/2016;Benzin;51 kW (69 PS);5,3 l/100 km;126 g/km
Mercedes-Benz;A 180;AUTOMATIK LEDER PDC NAVI *TEXT LESEN*;Einparkhilfe Sensoren hinten, Sportpaket, Navigationssystem, Beifahrerairbag, Alufelgen, Ambientebeleuchtung, Einparkhilfe Sensoren vorne, Sitzheizung;€ 9.990,-;Sehr guter Preis;145.006 km;Automatik;07/2014;Benzin;90 kW (122 PS);5,5 l/100 km;130 g/km
Mercedes-Benz;E 220;CDI w212 *CO²-126g*AVANTGARDE*LED*COMAND*LEDER*;LED-Scheinwerfer, Navigationssystem, Abstandstempomat, Einparkhilfe Sensoren hinten, Verkehrszeichenerkennung, Elektrische Sitze, Einparkhilfe Sensoren vorne, Alufelgen;€ 10.800,-;Guter Preis;253.600 km;Schaltgetriebe;02/2014;Diesel;125 kW (170 PS);5,1 l/100 km;126 g/km
Skoda;Octavia;Combi 1.6 TDI Ambition PDChi|Tempo|Klima;Fahrerairbag, Klimaanlage, Sitzheizung, ABS, Dachreling, Tempomat, Beifahrerairbag, Sommerreifen;€ 5.400,-;Sehr guter Preis;218.843 km;Automatik;11/2014;Diesel;77 kW (105 PS);nan;nan
Opel;Corsa;1.2 Selection Klima 5türig ISA Mod. 2015;Klimaanlage, E10-geeignet, Pannenkit, Beifahrerairbag, Bluetooth, Seitenairbag, USB, Elektr. Fensterheber;€ 5.590,-;Sehr guter Preis;80.281 km;Schaltgetriebe;10/2014;Benzin;51 kW (69 PS);5,5 l/100 km;146 g/km
Audi;A6;Avant 3.0 TDI quattro ACC AHK LED STANDHZ.;Einparkhilfe Kamera, Sportsitze, LED-Scheinwerfer, Freisprecheinrichtung, Sportfahrwerk, Elektrische Seitenspiegel, Standheizung, Anhängerkupplung;€ 17.440,-;Guter Preis;198.000 km;Automatik;12/2015;Diesel;200 kW (272 PS);nan;nan
Volkswagen;up!;1.0  move Klima+Sitzheizung;Sitzheizung, Klimaautomatik, Raucherpaket, Pannenkit, Lederlenkrad, MP3, teilb. Rücksitzbank, Multifunktionslenkrad;€ 6.480,-;Sehr guter Preis;129.980 km;Schaltgetriebe;05/2017;Benzin;44 kW (60 PS);nan;nan
Hyundai;iX35;1.6 Comfort 2WD  AHK/Klima/SHZ;Anhängerkupplung, Sitzheizung, Dachreling, Armlehne, Traktionskontrolle, Wegfahrsperre, Multifunktionslenkrad, Bluetooth;€ 9.910,-;Sehr guter Preis;69.197 km;Schaltgetriebe;04/2014;Benzin;99 kW (135 PS);nan;nan
Mitsubishi;Outlander;ClearTec Invite 2.2D 2WD/7 SITZPLÄTZE;Radio, Traktionskontrolle, Bluetooth, Fahrerairbag, Multifunktionslenkrad, Bordcomputer, Freisprecheinrichtung, Start/Stop-Automatik;€ 7.999,-;Fairer Preis;176.000 km;Schaltgetriebe;12/2014;Diesel;110 kW (150 PS);4,8 l/100 km;127 g/km
Renault;ZOE;Zen 22 KW KLIMA NAVI TEMPOMAT;Inzahlungnahme und Finanzierung oder Leasing möglich; ;nan;nan;nan;nan;nan;nan;nan;nan
BMW;320;i Lim. *BI-XENON*NAVI*PDC*TEMPOMAT*VOLLEDER*;Getönte Scheiben, Einparkhilfe Sensoren vorne, Reifendruckkontrollsystem, Bi-Xenon Scheinwerfer, Navigationssystem, Tagfahrlicht, Sitzheizung, Gepäckraumabtrennung;€ 11.999,-;Sehr guter Preis;142.750 km;Schaltgetriebe;06/2014;Benzin;135 kW (184 PS);6,3 l/100 km;149 g/km
Skoda;Superb;Combi 2.0 TDI Green tec DSG Exclusive;Abstandswarner, Allrad, Ambientebeleuchtung, Sportfahrwerk, Anhängerkupplung, Elektrische Sitze, Scheinwerferreinigung, Touchscreen;€ 13.240,-;Sehr guter Preis;124.500 km;Automatik;09/2015;Diesel;125 kW (170 PS);5,2 l/100 km;138 g/km
Mercedes-Benz;C 200;D w205 AVANTGARDE *Co²-106g *LEDER*NAVI*2.HAND;Sportsitze, Sportpaket, Alufelgen, Getönte Scheiben, Elektrische Sitze, Einparkhilfe Sensoren vorne, Lederlenkrad, Einparkhilfe Sensoren hinten;€ 15.000,-;Guter Preis;153.988 km;Schaltgetriebe;07/2015;Diesel;100 kW (136 PS);3,9 l/100 km;106 g/km
Ford;Focus;Lim. Titanium Euro5,Navi,Klimaaut.;Touchscreen, Klimaautomatik, Einparkhilfe Sensoren hinten, Getönte Scheiben, Einparkhilfe Sensoren vorne, Alufelgen, Klimaanlage, Tempomat;€ 4.900,-;Sehr guter Preis;239.661 km;Schaltgetriebe;03/2015;Diesel;85 kW (116 PS);4,2 l/100 km;111 g/km
Volkswagen;Touran;2.0 TDI, 7 Sitze, Panorama-Schiebedach;Tempomat, Navigationssystem, Alufelgen, Schiebedach, Panoramadach, Allwetterreifen, Klimaautomatik, Radio;€ 12.780,-;Sehr guter Preis;131.626 km;Schaltgetriebe;12/2015;Diesel;103 kW (140 PS);nan;nan
Renault;Kadjar;1.5 dCi 110 Bose Edition ENERGY;Sitzheizung, LED-Scheinwerfer, Beifahrerairbag, Isofix, Verkehrszeichenerkennung, Navigationssystem, Alufelgen, Geschwindigkeits-begrenzungsanlage;€ 10.990,-;Sehr guter Preis;150.000 km;Automatik;08/2016;Diesel;81 kW (110 PS);nan;nan
Mercedes-Benz;C 220;Lim. Avantgarde Ad Blue defekt!;Schiebedach, Alufelgen, Navigationssystem, Ambientebeleuchtung, Bordcomputer, Freisprecheinrichtung, LED-Scheinwerfer, Anhängerkupplung;€ 12.490,-;Sehr guter Preis;205.000 km;Automatik;06/2014;Diesel;125 kW (170 PS);4,0 l/100 km;110 g/km
Skoda;Octavia;Combi RS *NAVI*Bi-Xenon*PDC*;Finanzierung auch ohne Anzahlung möglich;€ 10.699,-;Sehr guter Preis;163.143 km;Automatik;09/2014;Diesel;135 kW (184 PS);4,8 l/100 km;126 g/km
Maserati;Levante;Diesel Panorama, Memory, Scheckheft,;Inzahlungnahme, Finanzierung ohne Anzahlung, Top Preise;€ 25.990,-;Sehr guter Preis;167.000 km;Automatik;10/2016;Diesel;202 kW (275 PS);8,3 l/100 km;220 g/km
Volkswagen;Polo;TSI Lounge;Sitzheizung, LED-Scheinwerfer, Alufelgen, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren hinten, Pannenkit, Bluetooth, Nebelscheinwerfer;€ 8.990,-;Sehr guter Preis;98.890 km;Schaltgetriebe;12/2015;Benzin;66 kW (90 PS);5,1 l/100 km;107 g/km
Citroen;C4 Cactus;BlueHDi TÜV und HU neu bis Zahnriemen neu;Klimaautomatik, Fahrerairbag, Touchscreen, Zentralverriegelung mit Funkfernbedienung, Elektr. Fensterheber, Dachreling, Geschwindigkeits-begrenzungsanlage, Multifunktionslenkrad;€ 6.000,-;Guter Preis;175.250 km;Schaltgetriebe;08/2014;Diesel;73 kW (99 PS);3,1 l/100 km;82 g/km
Land Rover;Range Rover Evoque;2.2 Td4*Meridian*AHK*Tempomat;Allrad, Elektrische Sitze, Navigationssystem, Anhängerkupplung, Touchscreen, Beifahrerairbag, Allwetterreifen, Bi-Xenon Scheinwerfer;€ 11.950,-;Sehr guter Preis;187.386 km;Schaltgetriebe;04/2015;Diesel;110 kW (150 PS);5,7 l/100 km;151 g/km
Mercedes-Benz;CLA 200;*NAVI*TEMPOMAT*SZHZ*PDC*;Alufelgen, Getönte Scheiben, Navigationssystem, Multifunktionslenkrad, Soundsystem, Einparkhilfe Sensoren vorne, Lichtsensor, Sitzheizung;€ 13.799,-;Sehr guter Preis;145.161 km;Schaltgetriebe;10/2015;Diesel;100 kW (136 PS);4,3 l/100 km;111 g/km
Renault;Kadjar;Bose Edition + TÜV + NEU +;Einparkhilfe Sensoren vorne, 2-Zonen-Klimaautomatik, Voll-LED Scheinwerfer, Einparkhilfe Kamera, Einparkhilfe selbstlenkendes System, Touchscreen, LED-Scheinwerfer, Isofix;€ 8.970,-;Guter Preis;153.103 km;Schaltgetriebe;11/2016;Benzin;96 kW (131 PS);nan;nan
Volkswagen;CC;Basis BMT 4Motion Automatik  TÜV/HU/NEU;Allrad, Navigationssystem, Regensensor, Sportsitze, Sportpaket, Ambientebeleuchtung, Elektr. Fensterheber, Einparkhilfe Kamera;€ 11.300,-;Sehr guter Preis;211.521 km;Automatik;04/2014;Diesel;130 kW (177 PS);5,2 l/100 km;149 g/km
Mercedes-Benz;A 200;BlueEfficiency NAVI*SHZ*PANO;USB, Navigationssystem, Einparkhilfe Sensoren hinten, Panoramadach, Sportpaket, Sitzheizung, Einparkhilfe Kamera, Zentralverriegelung;€ 12.990,-;Sehr guter Preis;142.915 km;Automatik;06/2014;Benzin;115 kW (156 PS);5,5 l/100 km;130 g/km
Jaguar;XF;20d R-Sport Automatik EU6 Leder Navi Xenon Pano PD;Finanzierung ab 5,99%;€ 12.350,-;Fairer Preis;197.000 km;Automatik;10/2015;Diesel;132 kW (179 PS);nan;nan
Volkswagen;Tiguan;Sport R-Line 4Motion *BI-XENON*NAVI*TEMP;Anhängerkupplung, Getönte Scheiben, Allrad, Sitzheizung, Seitenairbag, Bluetooth, Navigationssystem, Multifunktionslenkrad;€ 17.999,-;Guter Preis;79.386 km;Automatik;05/2015;Diesel;130 kW (177 PS);5,9 l/100 km;154 g/km
Mercedes-Benz;B 180;Aut. Style*LED*NAVI*AHK*PDC*;Elektrische Seitenspiegel, Anhängerkupplung, Sitzheizung, Sportpaket, Alufelgen, Navigationssystem, Multifunktionslenkrad, Lederlenkrad;€ 13.900,-;Sehr guter Preis;82.000 km;Automatik;03/2015;Benzin;90 kW (122 PS);5,6 l/100 km;132 g/km
Ford;Transit Custom;Kombi 300 L1 2.2 TDCi *1495;Beifahrerairbag, Start/Stop-Automatik, Schiebetür rechts, Fahrerairbag, Traktionskontrolle, Notrad, Zentralverriegelung mit Funkfernbedienung, Elektr. Fensterheber;€ 10.988,-;Sehr guter Preis;138.000 km;Schaltgetriebe;12/2014;Diesel;74 kW (101 PS);nan;nan
Volkswagen;Tiguan;Cup Sport;Sportsitze, Einparkhilfe Sensoren vorne, Isofix, Einparkhilfe selbstlenkendes System, Start/Stop-Automatik, Lederlenkrad, Multifunktionslenkrad, Einparkhilfe Sensoren hinten;€ 7.499,-;Guter Preis;254.300 km;Schaltgetriebe;07/2014;Diesel;81 kW (110 PS);5,3 l/100 km;139 g/km
Citroen;C4 Cactus;Feel;Einparkhilfe Kamera, Bordcomputer, Alufelgen, Regensensor, Sommerreifen, Sitzheizung, Einparkhilfe Sensoren hinten, Bluetooth;€ 5.790,-;Fairer Preis;161.465 km;Schaltgetriebe;11/2015;Benzin;81 kW (110 PS);4,7 l/100 km;107 g/km
Mercedes-Benz;Sprinter;313 CDI L2H1|AC|AHK|TÜV 8'2026|BREMSneu;Klimaanlage, Armlehne, USB, Elektrische Seitenspiegel, Radio, Anhängerkupplung, Zentralverriegelung;€ 7.800,-;Sehr guter Preis;393.331 km;Schaltgetriebe;06/2015;Diesel;95 kW (129 PS);8,0 l/100 km;212 g/km
Alfa Romeo;Giulia;2.2 JTDM Automatik Klima Navi Temp Kamera;Finanzierung OHNE Anzahlung möglich!;€ 13.890,-;Sehr guter Preis;174.400 km;Automatik;11/2016;Diesel;132 kW (179 PS);3,8 l/100 km;99 g/km
Opel;Adam;1.2 Jam IntelliLink LED KLIMA TEMP SHZ;Alufelgen, Apple CarPlay, Multifunktionslenkrad, Sitzheizung, Tempomat, Bluetooth, Geschwindigkeits-begrenzungsanlage, USB;€ 3.999,-;nan;179.000 km;Schaltgetriebe;06/2016;Benzin;51 kW (69 PS);5,3 l/100 km;126 g/km
Alfa Romeo;Giulia;2.2 JTDM Automatik Klima Navi Temp Kamera;Finanzierung OHNE Anzahlung möglich!;€ 13.890,-;Sehr guter Preis;174.400 km;Automatik;11/2016;Diesel;132 kW (179 PS);3,8 l/100 km;99 g/km
Nissan;Qashqai;Tekna 4x4 Navigation 8-fach;Allrad, Sitzheizung, LED-Scheinwerfer, Panoramadach, Navigationssystem, Beifahrerairbag, Elektrische Sitze, Radio;€ 11.800,-;Sehr guter Preis;109.000 km;Schaltgetriebe;05/2015;Diesel;96 kW (131 PS);4,9 l/100 km;129 g/km
Skoda;Fabia;1.2TSI Combi Cool Edition+KLIMA+PDC+ISOFIX;Alufelgen, Klimaanlage, Pannenkit, teilb. Rücksitzbank, Elektrische Seitenspiegel, Katalysator, MP3, Touchscreen;€ 7.450,-;Sehr guter Preis;126.000 km;Schaltgetriebe;04/2016;Benzin;66 kW (90 PS);nan;nan
Opel;Mokka X;1.6 CDTI Automatik Navi Color Innovation;Einparkhilfe Kamera, Sommerreifen, Einparkhilfe Sensoren vorne, Sitzheizung, LED-Scheinwerfer, Alufelgen, Kurvenlicht, Navigationssystem;€ 10.880,-;Sehr guter Preis;101.266 km;Automatik;06/2017;Diesel;100 kW (136 PS);nan;nan
Renault;Kadjar;Energy TCe 165 Crossborder;LED-Scheinwerfer, Sitzheizung, Elektrische Sitze, Abstandstempomat, Sommerreifen, Beifahrerairbag, Navigationssystem, Winterpaket;€ 13.980,-;Sehr guter Preis;77.279 km;Schaltgetriebe;09/2017;Benzin;120 kW (163 PS);nan;nan
Fiat;Scudo;12 L2H1 130 Multijet;Bluetooth, Alufelgen, Freisprecheinrichtung, USB, Beifahrerairbag, Zentralverriegelung mit Funkfernbedienung, MP3, Reserverad;€ 3.800,-;Sehr guter Preis;206.252 km;Schaltgetriebe;09/2014;Diesel;94 kW (128 PS);nan;nan
SEAT;Ibiza;Style EcoTSI Tempomat Bluetooth Aux-In USB Tel.-Vo;Klimaautomatik, Multifunktionslenkrad, Katalysator, Seitenairbag, Tempomat, Reifendruckkontrollsystem, Nebelscheinwerfer, Pannenkit;€ 7.500,-;Sehr guter Preis;133.482 km;Schaltgetriebe;02/2017;Benzin;81 kW (110 PS);nan;nan
Volkswagen;Touran;Comfortline Navi,SH,PDC,Standheizung;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 11.300,-;Sehr guter Preis;188.220 km;Schaltgetriebe;11/2015;Diesel;110 kW (150 PS);4,5 l/100 km;118 g/km
Opel;Insignia;ST OPC UNLIMITED 2.8 V6 4x4, AHK, Pano, BOSE, ACC;Innenspiegel automatisch abblendend, Tempomat, Sportfahrwerk, Apple CarPlay, Klimaanlage, Sommerreifen, Panoramadach, Touchscreen;€ 14.980,-;Sehr guter Preis;127.600 km;Automatik;01/2017;Benzin;239 kW (325 PS);11,0 l/100 km;253 g/km
Mercedes-Benz;B 180;CDI, 1.Hand, Navi, Klimaautom., Sitzheiz.;Berganfahrassistent, Lederlenkrad, Einparkhilfe Sensoren vorne, Getönte Scheiben, Einparkhilfe selbstlenkendes System, 2-Zonen-Klimaautomatik, Start/Stop-Automatik, Sommerreifen;€ 8.950,-;Sehr guter Preis;158.500 km;Schaltgetriebe;02/2015;Diesel;80 kW (109 PS);4,4 l/100 km;117 g/km
Volkswagen;Touran;Comfortline 2.0 TDI DSG LED KAMERA ALU APS SITZHZG;LED-Scheinwerfer, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Getönte Scheiben, Sitzheizung, Dachreling, Kurvenlicht, Alufelgen;€ 12.988,-;Sehr guter Preis;228.600 km;Automatik;08/2020;Diesel;110 kW (150 PS);5,6 l/100 km;1 g/km
BMW;X5;xDrive30d   NAVI   Xenon   AHK   Kamera;Sportsitze, Anhängerkupplung, Einparkhilfe Kamera, Spoiler, Einparkhilfe Sensoren vorne, Spurhalteassistent, Elektrische Heckklappe, Ambientebeleuchtung;€ 21.500,-;Sehr guter Preis;179.450 km;Automatik;05/2015;Diesel;190 kW (258 PS);5,9 l/100 km;156 g/km
Audi;A3;Sportback S-Line Automatik*LED*Navi*SHZ;Elektrische Sitze, Multifunktionslenkrad, Navigationssystem, Sitzheizung, LED-Scheinwerfer, Getönte Scheiben, Scheinwerferreinigung, LED-Tagfahrlicht;€ 15.480,-;Sehr guter Preis;85.850 km;Automatik;04/2015;Benzin;132 kW (179 PS);4,4 l/100 km;116 g/km
Volkswagen;Tiguan;1.4 TSI BlueMotion Technology Trend & Fun;Alufelgen, Anhängerkupplung, Isofix, Gepäckraumabtrennung, Airbag hinten, Einparkhilfe Sensoren vorne, Armlehne, Wegfahrsperre;€ 9.960,-;Guter Preis;138.436 km;Schaltgetriebe;06/2015;Benzin;90 kW (122 PS);nan;nan
Opel;Corsa;INNOVATION 1.4 TURBO(ecoFlex) S&S +S/LHZ++;Sitzheizung, Alufelgen, Beheizbares Lenkrad, Katalysator, Geschwindigkeits-begrenzungsanlage, Xenonscheinwerfer, USB, MP3;€ 8.490,-;Sehr guter Preis;66.180 km;Schaltgetriebe;04/2016;Benzin;74 kW (101 PS);nan;nan
Hyundai;iX20;FIFA World Cup Edition Navi RFK  Sitzhzg;Klimaanlage, Navigationssystem, Katalysator, Sitzheizung, Berganfahrassistent, Reifendruckkontrollsystem, Touchscreen, Traktionskontrolle;€ 11.690,-;Sehr guter Preis;16.600 km;Automatik;10/2015;Benzin;92 kW (125 PS);nan;nan
Mercedes-Benz;Sprinter;II 316 CDI Hoch+Lang*Klima*L2-H2*;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 11.500,-;Sehr guter Preis;260.000 km;Schaltgetriebe;10/2014;Diesel;120 kW (163 PS);8,0 l/100 km;212 g/km
Ford;Transit Custom;Kombi 300 L1 2.2 TDCi *2093;Beifahrerairbag, Start/Stop-Automatik, Schiebetür rechts, Radio, Notrad, Traktionskontrolle, Katalysator, Elektr. Fensterheber;€ 7.988,-;Sehr guter Preis;210.000 km;Schaltgetriebe;04/2014;Diesel;74 kW (101 PS);nan;nan
Opel;Vivaro;8042;Behindertengerecht, Schiebetür rechts, Lederlenkrad, Radio;€ 10.988,-;Sehr guter Preis;72.484 km;Schaltgetriebe;12/2014;Diesel;66 kW (90 PS);nan;nan
Volkswagen;Sharan;Comfortline 2.0 TDI Automatik/ Navi/ AHK;Elektrische Sitze, Radio, Getönte Scheiben, Apple CarPlay, Einparkhilfe Sensoren vorne, Alufelgen, Sportsitze, Navigationssystem;€ 14.990,-;Sehr guter Preis;159.215 km;Automatik;07/2016;Diesel;110 kW (150 PS);5,2 l/100 km;136 g/km
Peugeot;5008;Allure 1.6 Blue-HDI Navi Panorama 7-Sitzer;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 9.990,-;Fairer Preis;165.000 km;Automatik;11/2016;Diesel;88 kW (120 PS);4,4 l/100 km;114 g/km
Skoda;Kamiq;Active LED-AHK Schwenkbar- 1 Hand;Geschwindigkeits-begrenzungsanlage, Anhängerkupplung, LED-Scheinwerfer, Spurhalteassistent, DAB-Radio, Freisprecheinrichtung, Sitzheizung, USB;€ 11.450,-;Sehr guter Preis;182.100 km;Schaltgetriebe;12/2019;Diesel;85 kW (116 PS);4,2 l/100 km;nan
Audi;A4;"AMBITION 1.8 TFSI SPORT EDITION AUT. |XEN|18""";Sportfahrwerk, Sportpaket, Getönte Scheiben, 3-Zonen-Klimaautomatik, Alufelgen, Reifendruckkontrollsystem, Sitzheizung, Einparkhilfe Sensoren vorne;€ 13.990,-;Guter Preis;133.797 km;Automatik;07/2015;Benzin;125 kW (170 PS);6,2 l/100 km;144 g/km
Mercedes-Benz;C 250;C -Klasse Coupe C 250 CDI BlueEfficiency;Sportfahrwerk, Wegfahrsperre, Spurhalteassistent, Navigationssystem, Sportsitze, Freisprecheinrichtung, Multifunktionslenkrad, Soundsystem;€ 12.900,-;Guter Preis;214.000 km;Automatik;06/2014;Diesel;150 kW (204 PS);4,9 l/100 km;130 g/km
Hyundai;TUCSON;1.6 GDI 2WD *2-HD*NAVI*KAMERA*LED*AHK*ALU;Sitzheizung, Navigationssystem, 2-Zonen-Klimaautomatik, Dachreling, Multifunktionslenkrad, Anhängerkupplung, Einparkhilfe Sensoren vorne, Getönte Scheiben;€ 12.400,-;Sehr guter Preis;138.000 km;Schaltgetriebe;07/2016;Benzin;97 kW (132 PS);6,3 l/100 km;147 g/km
Mercedes-Benz;E 220;Edition E BlueTec 4Matic+LEDER+NAVI+LED+;Allrad, Schiebedach, Elektrische Sitze, Sitzheizung, LED-Scheinwerfer, Einparkhilfe Sensoren vorne, Fahrerairbag, Freisprecheinrichtung;€ 15.990,-;Fairer Preis;193.322 km;Automatik;03/2015;Diesel;125 kW (170 PS);5,3 l/100 km;140 g/km
Ford;Focus;Business  HU, Wartung,Reifen neu!;Tempomat, Pannenkit, Verkehrszeichenerkennung, Einparkhilfe Sensoren hinten, Sitzheizung, Navigationssystem, Seitenairbag, Klimaanlage;€ 6.600,-;Sehr guter Preis;122.006 km;Schaltgetriebe;06/2016;Benzin;74 kW (101 PS);4,6 l/100 km;109 g/km
Renault;Koleos;Limited 4X4+AZV;Allrad, Seitenairbag, Getönte Scheiben, Alufelgen, Beifahrerairbag, Sommerreifen, Anhängerkupplung, Touchscreen;€ 7.500,-;Sehr guter Preis;165.000 km;Schaltgetriebe;03/2015;Diesel;110 kW (150 PS);6,4 l/100 km;170 g/km
Dacia;Logan;Prestige MCV 1.5 dCi ~ Navi ~ MFL~ PDC~;Klimaanlage, Fahrerairbag, Dachreling, Allwetterreifen, Tempomat, Alufelgen, Elektr. Fensterheber, Navigationssystem;€ 7.999,-;Guter Preis;83.000 km;Schaltgetriebe;04/2016;Diesel;66 kW (90 PS);3,8 l/100 km;101 g/km
BMW;X1;xDrive20d +nur an Händler/Export+HU 12/26;Sitzheizung, Allrad, Anhängerkupplung, Verkehrszeichenerkennung, Kurvenlicht, LED-Scheinwerfer, Einparkhilfe Sensoren vorne, Reifendruckkontrollsystem;€ 15.000,-;Fairer Preis;162.071 km;Automatik;12/2015;Diesel;140 kW (190 PS);nan;nan
Volkswagen;Caddy;Alltrack 4x4*Behindertengerecht am Lenkrad;Behindertengerecht, Allrad, Schiebetür links, Schiebetür rechts, Sitzheizung, Standheizung, Beifahrerairbag, Isofix;€ 14.900,-;nan;246.767 km;Automatik;02/2019;Diesel;110 kW (150 PS);5,6 l/100 km;148 g/km
Hyundai;i30;FIFA World Cup Edition *NAVI*KAMERA*Sitzhzg*ALU*;Radio, Sitzheizung, Navigationssystem, Einparkhilfe Kamera, USB, 2-Zonen-Klimaautomatik, Zentralverriegelung mit Funkfernbedienung, Multifunktionslenkrad;€ 9.780,-;Sehr guter Preis;79.000 km;Schaltgetriebe;03/2015;Benzin;99 kW (135 PS);5,7 l/100 km;134 g/km
Mazda;CX-5;Sports-Line AWD *SHZ/NAVI/AHK/PDC*;Allrad, Bluetooth, Sitzheizung, Getönte Scheiben, Isofix, Sommerreifen, Anhängerkupplung, Einparkhilfe Sensoren vorne;€ 8.990,-;Guter Preis;160.000 km;Schaltgetriebe;01/2014;Diesel;129 kW (175 PS);5,2 l/100 km;138 g/km
Opel;Grandland X;Selection;Verkehrszeichenerkennung, Elektronische Parkbremse, USB, Reifendruckkontrollsystem, E10-geeignet, Freisprecheinrichtung, Berganfahrassistent, Zentralverriegelung;€ 11.990,-;Sehr guter Preis;88.000 km;Schaltgetriebe;02/2018;Benzin;96 kW (131 PS);5,4 l/100 km;124 g/km
Opel;Mokka;1.4 Turbo ecoFLEX Start/Stop Edition;Meistergeprüft;€ 9.910,-;Sehr guter Preis;77.350 km;Schaltgetriebe;04/2014;Benzin;103 kW (140 PS);nan;nan
Nissan;Juke;Visia Plus 1.6 Klima Radio Allwetter AHK;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 5.490,-;Fairer Preis;185.000 km;Schaltgetriebe;09/2014;Benzin;69 kW (94 PS);6,0 l/100 km;138 g/km
Mercedes-Benz;A 180;AUTOMATIK LEDER PDC NAVI *TEXT LESEN*;Einparkhilfe Sensoren hinten, Sportpaket, Navigationssystem, Beifahrerairbag, Alufelgen, Ambientebeleuchtung, Einparkhilfe Sensoren vorne, Sitzheizung;€ 9.990,-;Sehr guter Preis;145.006 km;Automatik;07/2014;Benzin;90 kW (122 PS);5,5 l/100 km;130 g/km
Audi;A3;2.0 TDI Sport-Sitze*XENON*NAVI*Sitzhzg*PDC*;Sportfahrwerk, Sportpaket, Freisprecheinrichtung, USB, Sitzheizung, LED-Tagfahrlicht, Müdigkeitswarnsystem, Sportsitze;Guter Preis;Guter Preis;178.000 km;Schaltgetriebe;01/2014;Diesel;110 kW (150 PS);4,1 l/100 km;109 g/km
Peugeot;308;SW 1.5 Aut Activ NAV+SHZ+PDC+TEM+SERVICE NEU;Sitzheizung, Navigationssystem, Freisprecheinrichtung, 2-Zonen-Klimaautomatik, Getönte Scheiben, Beifahrerairbag, Apple CarPlay, Geschwindigkeits-begrenzungsanlage;€ 8.950,-;Guter Preis;143.898 km;Automatik;08/2019;Benzin;96 kW (131 PS);nan;nan
