Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission;Marketplace
Volkswagen;Touran;Comfortline BMT;3-Zonen-Klimaautomatik, Sitzheizung, Alufelgen, Einparkhilfe Sensoren hinten, Abstandstempomat, LED-Scheinwerfer, Elektrische Seitenspiegel, CD;€ 13.900;Sehr guter Preis;173.250 km;Automatik;11/2017;Diesel;85 kW (116 PS);4,4 l/100 km;114 g/km;Autoscout24.de
Ford;Galaxy;Titanium / Aut / 7 Sitze / AHK / Panorama;3-Zonen-Klimaautomatik, Bi-Xenon Scheinwerfer, Panoramadach, Einparkhilfe Sensoren vorne, Beheizbare Frontscheibe, Beifahrerairbag, Alufelgen, Notbremsassistent;€ 15.990;Guter Preis;116.868 km;Automatik;06/2013;Diesel;120 kW (163 PS);6,0 l/100 km;159 g/km;Autoscout24.de
Skoda;Octavia;OCTAVIA RS 2.0 TDI COMBI NAVI XENON SHZ PDC AHK;FINANZIERUNG ab 3,99%++GARANTIE bis 36 Monate++ANKAUF;€ 11.950;Fairer Preis;190.000 km;Schaltgetriebe;04/2014;Diesel;135 kW (184 PS);4,6 l/100 km;122 g/km;Autoscout24.de
Jaguar;XJ;Luxury+LED+NAVI+LEDER+PANO+MERIDIAN+;Sportpaket, Touchscreen, LED-Scheinwerfer, Schiebedach, ESP, Sportsitze, Einparkhilfe Kamera, Schlüssellose Zentralverriegelung;€ 22.990;Fairer Preis;94.005 km;Automatik;02/2016;Diesel;221 kW (300 PS);6,1 l/100 km;162 g/km;Autoscout24.de
Audi;SQ5;TFSI Black Ed.Virtual S-Sitz Luftf. 20 Rotor;Luftfederung, Sportsitze, Volldigitales Kombiinstrument, Abstandstempomat, Beifahrerairbag, Elektrische Sitze, Einparkhilfe Kamera, Sportfahrwerk;€ 28.740;Guter Preis;180.000 km;Automatik;01/2018;Benzin;260 kW (354 PS);6,8 l/100 km;189 g/km;Autoscout24.de
Mercedes-Benz;G 350;Edition 35 Designo Kamera Xenon H&K AHK 18;Totwinkel-Assistent, Navigationssystem, Multifunktionslenkrad, Freisprecheinrichtung, Elektrische Sitze, Anhängerkupplung, LED-Tagfahrlicht, Schiebedach;€ 49.990;Sehr guter Preis;235.000 km;Automatik;07/2015;Diesel;155 kW (211 PS);11,2 l/100 km;296 g/km;Autoscout24.de
Mitsubishi;Space Star;Diamant Edition|Klima|Servo|1.Hand;Klimaanlage, Klimaautomatik, E10-geeignet, Pannenkit, Nebelscheinwerfer, Radio, Stahlfelgen, Traktionskontrolle;€ 7.850;Fairer Preis;47.500 km;Schaltgetriebe;06/2017;Benzin;52 kW (71 PS);4,2 l/100 km;100 g/km;Autoscout24.de
Volkswagen;Tiguan;Highline 2.0 TDI 4Motion / PANORAMA / ACC;Allrad, LED-Scheinwerfer, Panoramadach, Sitzheizung, Navigationssystem, Anhängerkupplung, 3-Zonen-Klimaautomatik, Abstandstempomat;€ 20.990;Sehr guter Preis;151.408 km;Automatik;06/2019;Diesel;110 kW (150 PS);5,7 l/100 km;149 g/km;Autoscout24.de
Mercedes-Benz;Citan;111 CDI Tourer Lang L2 Navi+SHZ+PTS+AHK;Navigationssystem, Isofix, Schiebetür links, Beifahrerairbag, Lederlenkrad, Anhängerkupplung, Schiebetür rechts, Klimaautomatik;€ 11.849;Sehr guter Preis;125.263 km;Schaltgetriebe;09/2020;Diesel;85 kW (116 PS);5,6 l/100 km;146 g/km;Autoscout24.de
Fiat;Punto;1.4 8V Lounge;Sitzheizung, Klimaautomatik, Alufelgen, Klimaanlage, Nebelscheinwerfer, Lederlenkrad, Bluetooth, Elektr. Fensterheber;€ 8.600;Guter Preis;13.616 km;Schaltgetriebe;04/2015;Benzin;57 kW (77 PS);nan;nan;Autoscout24.de
BMW;M5;Competition-Keramik-Bowers&Wilkins-Driving Ass Pro;Massagesitze, Sportfahrwerk, Sportpaket, Head-up display, MP3, Elektronische Parkbremse, Allrad, Spoiler;€ 94.875;Fairer Preis;43.370 km;Automatik;03/2023;Benzin;460 kW (625 PS);11,1 l/100 km;250 g/km;Autoscout24.de
Mitsubishi;ASX;1.6 MIVEC Edition 100 Winterräder Scheckheft;Apple CarPlay, Einparkhilfe Kamera, Touchscreen, Regensensor, Sitzheizung, Android Auto, Freisprecheinrichtung, USB;€ 12.900;Guter Preis;65.418 km;Schaltgetriebe;11/2017;Benzin;86 kW (117 PS);nan;nan;Autoscout24.de
Mercedes-Benz;GLA 200;1.Hd*Navi*Bi-Xenon*SHZ*Temp*PDCv+h*8-f.;Multifunktionslenkrad, Ambientebeleuchtung, Sitzheizung, Sommerreifen, Einparkhilfe Sensoren vorne, Navigationssystem, Isofix, Traktionskontrolle;€ 17.990;Fairer Preis;85.000 km;Automatik;01/2015;Benzin;115 kW (156 PS);nan;nan;Autoscout24.de
Mazda;3;Lim. 2.0 OPTIMUM NAVI/LED/KAMERA/TEMP./HUD/AHK;Sitzheizung, Sportsitze, Tempomat, 2-Zonen-Klimaautomatik, Bi-Xenon Scheinwerfer, Lederlenkrad, Navigationssystem, Beifahrerairbag;€ 14.400;Sehr guter Preis;112.950 km;Automatik;05/2018;Benzin;88 kW (120 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Dacia;Duster;1.6 16V 105 4x2;Klimaanlage, Isofix, Pannenkit, Nebelscheinwerfer, Bordcomputer, ABS, Beifahrerairbag;€ 6.200;Sehr guter Preis;94.800 km;Schaltgetriebe;04/2013;Benzin;77 kW (105 PS);7,1 l/100 km;nan;Autoscout24.de
Mercedes-Benz;E 300;E 300 BlueTEC T Avantgarde Distr./Sthzg/ILS/AHK;Einparkhilfe Kamera, Einparkhilfe selbstlenkendes System, Sportpaket, Sommerreifen, Müdigkeitswarnsystem, Navigationssystem, Totwinkel-Assistent, Schiebedach;€ 12.490;Guter Preis;269.900 km;Automatik;10/2013;Diesel;170 kW (231 PS);5,7 l/100 km;151 g/km;Autoscout24.de
Opel;Astra;1.2 Edition NAVI+KAMERA+LED+DAB+SITHZ+TEMP;Sitzheizung, Elektrische Seitenspiegel, Elektrische Sitze, Alufelgen, Einparkhilfe Kamera, Beheizbares Lenkrad, 2-Zonen-Klimaautomatik, Regensensor;€ 10.950;nan;56.600 km;Schaltgetriebe;02/2021;Benzin;96 kW (131 PS);4,3 l/100 km;99 g/km;Autoscout24.de
Fiat;500C;Lounge 1.2 8V Faltdach Klimaautom PDC;Katalysator, MP3, Einparkhilfe Sensoren hinten, Klimaautomatik, Alufelgen, Multifunktionslenkrad, Navigationssystem, Zentralverriegelung;€ 7.900;Guter Preis;98.200 km;Schaltgetriebe;04/2015;Benzin;51 kW (69 PS);nan;nan;Autoscout24.de
Mercedes-Benz;GLC 220;d 4Matic AMG Aut. AHK LED COMAND TEMP SHZ;Sportpaket, Sportfahrwerk, Allrad, Anhängerkupplung, Navigationssystem, Sitzheizung, Elektrische Sitze, Alufelgen;€ 26.600;Guter Preis;136.800 km;Automatik;10/2017;Diesel;125 kW (170 PS);5,0 l/100 km;129 g/km;Autoscout24.de
Fiat;Panda;* HU/AU neu * 1.Hand;Elektr. Fensterheber, Kopfairbag, E10-geeignet, Radio, Fahrerairbag, Berganfahrassistent;€ 9.490;Fairer Preis;12.133 km;Schaltgetriebe;03/2017;Benzin;51 kW (69 PS);5,2 l/100 km;123 g/km;Autoscout24.de
Mercedes-Benz;C 180;T 7G-TRONIC;Sitzheizung, USB, LED-Scheinwerfer, Multifunktionslenkrad, Einparkhilfe selbstlenkendes System, Elektrische Sitze, Einparkhilfe Sensoren vorne, Airbag hinten;€ 16.990;Sehr guter Preis;99.000 km;Automatik;02/2015;Benzin;115 kW (156 PS);nan;nan;Autoscout24.de
Peugeot;3008;Allure, T.Leder, Fahrassist, 8fach bereift!;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 12.100;Fairer Preis;122.440 km;Schaltgetriebe;06/2017;Benzin;96 kW (131 PS);5,4 l/100 km;124 g/km;Autoscout24.de
Porsche;Macan;S Panoramadach Sitzheizung;ABS, Sportsitze, 2-Zonen-Klimaautomatik, Multifunktionslenkrad, Geschwindigkeits-begrenzungsanlage, Fahrerairbag, Zentralverriegelung, Luftfederung;€ 25.400;Guter Preis;193.785 km;Automatik;11/2014;Benzin;250 kW (340 PS);9,0 l/100 km;213 g/km;Autoscout24.de
Hyundai;H-1;Travel Premium Aut / 8 Sitze / Leder / Shzg;Schiebetür rechts, Isofix, Multifunktionslenkrad, Klimaanlage, Zentralverriegelung, Beifahrerairbag, Schiebetür links, Nebelscheinwerfer;€ 19.990;Fairer Preis;105.749 km;Automatik;07/2013;Diesel;125 kW (170 PS);7,0 l/100 km;231 g/km;Autoscout24.de
Ford;Kuga;2.0 TDCi ST-Line 4x4 NAVI/KAMERA/WIPA;Allrad, Sportfahrwerk, Sitzheizung, Elektrische Sitze, Android Auto, Anhängerkupplung, Reserverad, Beifahrerairbag;€ 15.900;Sehr guter Preis;144.040 km;Automatik;02/2019;Diesel;110 kW (150 PS);nan;nan;Autoscout24.de
Skoda;Kamiq;1.0 TSI Clever Navi LED SHZ;Nutzen Sie unsere günstigen Finanzierungskonditionen!;€ 18.950;Sehr guter Preis;13.300 km;Schaltgetriebe;01/2021;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
Opel;Astra;1,5D SPORTS TOURER EDITION/AUT/NAVI/LED/AK;Pannenkit, ABS, Sportfahrwerk, Anhängerkupplung, LED-Scheinwerfer, Start/Stop-Automatik, Sitzheizung, Ambientebeleuchtung;€ 11.890;Sehr guter Preis;116.000 km;Automatik;08/2021;Diesel;90 kW (122 PS);5,1 l/100 km;132 g/km;Autoscout24.de
Aixam;City;Sport Mopedauto Leichtmobile Microcar 45 KM;Sportsitze, Sportpaket, Einparkhilfe Sensoren hinten, Alufelgen, Radio;€ 6.950;nan;9.741 km;Automatik;08/2017;Diesel;4 kW (5 PS);nan;nan;Autoscout24.de
BMW;X1;sDrive 18 d *PDC*SHZ*KLIMA*1.HAND*MFL*AHK*;Getönte Scheiben, Anhängerkupplung, Alufelgen, Sitzheizung, Einparkhilfe Sensoren vorne, Multifunktionslenkrad, Elektrische Seitenspiegel, ESP;€ 14.599;Fairer Preis;165.239 km;Schaltgetriebe;07/2018;Diesel;110 kW (150 PS);4,6 l/100 km;120 g/km;Autoscout24.de
SEAT;Alhambra;ALHAMBRA 2.0 TDI SPORT LEDER NAVI XENON 7-SITZER;FINANZIERUNG ab 3,99%++GARANTIE bis 36 Monate++ANKAUF;€ 17.890;Guter Preis;160.000 km;Automatik;05/2013;Diesel;130 kW (177 PS);5,9 l/100 km;154 g/km;Autoscout24.de
Audi;S7;Sportback NIGHT/QUATTRO/MATRIX/SHZ/2.HAND/LED;360° Kamera, 4-Zonen-Klimaautomatik, Sportsitze, Sportfahrwerk, Volldigitales Kombiinstrument, Sportpaket, Abstandstempomat, Allrad;€ 55.900;Sehr guter Preis;82.000 km;Automatik;03/2020;Diesel;257 kW (349 PS);6,5 l/100 km;170 g/km;Autoscout24.de
Renault;Captur;Luxe ENERGY TCe 90 *NAV*KAMERA*;Einparkhilfe Kamera, Pannenkit, Klimaautomatik, Navigationssystem, Regensensor, Touchscreen, Geschwindigkeits-begrenzungsanlage, Bluetooth;€ 9.900;Sehr guter Preis;52.894 km;Schaltgetriebe;04/2015;Benzin;66 kW (90 PS);nan;nan;Autoscout24.de
Honda;Jazz;1.3 i-VTEC Trend Aut.*SHZ*TEMPO*ALU*1.HAND*KLIMA*;❗Service Historie und Gebrauchtspureninfos auf Anruf;€ 13.550;Sehr guter Preis;16.687 km;Automatik;10/2016;Benzin;75 kW (102 PS);4,6 l/100 km;106 g/km;Autoscout24.de
Volkswagen;Golf;VII 1.2 TSI DSG Comfortline NAVI KLIMA PNAO P;Panoramadach, Navigationssystem, Lordosenstütze, 2-Zonen-Klimaautomatik, Wegfahrsperre, Sitzheizung, Einparkhilfe Sensoren vorne, MP3;€ 12.990;Sehr guter Preis;25.000 km;Automatik;09/2014;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
Skoda;Fabia;Fabia Combi Ambition Klima Sitzhzg. Dachreling !;Sitzheizung, Pannenkit, Dachreling, Einparkhilfe Sensoren vorne, Scheinwerferreinigung, E10-geeignet, Einparkhilfe Sensoren hinten, Klimaautomatik;€ 11.450;Sehr guter Preis;38.000 km;Schaltgetriebe;08/2017;Benzin;70 kW (95 PS);4,3 l/100 km;99 g/km;Autoscout24.de
MINI;One;ONE FIRST *UNFALLFREI*TÜV 03/2026*ALLWETTER*;INZAHLUNGNAHME UND FINANZIERUNG MÖGLICH;€ 10.900;Fairer Preis;86.600 km;Schaltgetriebe;12/2015;Benzin;55 kW (75 PS);5,3 l/100 km;126 g/km;Autoscout24.de
Audi;A6;Avant 2.0 TDI S-tronic SPORT AHK;Alufelgen, Isofix, Sportsitze, Anhängerkupplung, Einparkhilfe Sensoren vorne, Sitzheizung, 4-Zonen-Klimaautomatik, Scheinwerferreinigung;€ 16.450;Sehr guter Preis;157.483 km;Automatik;01/2016;Diesel;140 kW (190 PS);5,2 l/100 km;115 g/km;Autoscout24.de
Volkswagen;Tiguan;2.0 TSI 4Motion DSG Sport & Style;Sportpaket, Panoramadach, LED-Scheinwerfer, Multifunktionslenkrad, Lederlenkrad, Einparkhilfe Kamera, Seitenairbag, Bordcomputer;€ 16.900;Sehr guter Preis;88.122 km;Automatik;07/2015;Benzin;147 kW (200 PS);nan;0 g/km;Autoscout24.de
Volkswagen;Amarok;3,0 TDI V6 Aventura 4Motion*Garantie*;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 29.900;Guter Preis;119.000 km;Automatik;09/2016;Diesel;165 kW (224 PS);7,8 l/100 km;203 g/km;Autoscout24.de
Citroen;C1;Selection*Klima*Radio*CD*Alufelgen;Klimaanlage, Radio, E10-geeignet, Nebelscheinwerfer, LED-Tagfahrlicht, Fahrerairbag, Elektr. Fensterheber, Alufelgen;€ 4.487;Fairer Preis;105.000 km;Schaltgetriebe;01/2013;Benzin;50 kW (68 PS);4,3 l/100 km;102 g/km;Autoscout24.de
Nissan;NV200;/Evalia Tekna 7-Sitze NAV+SHZ KLIMA CAM AHK;Schiebetür links, Einparkhilfe Kamera, Anhängerkupplung, Klimaanlage, Sitzheizung, Klimaautomatik, Schiebetür rechts, Navigationssystem;€ 15.890;Guter Preis;109.647 km;Schaltgetriebe;09/2017;Diesel;81 kW (110 PS);4,9 l/100 km;130 g/km;Autoscout24.de
Jeep;Grand Cherokee;3.0 CRD Summit-Luft-Pano-H K-AHK-;Beifahrerairbag, Freisprecheinrichtung, Luftfederung, Sportpaket, Bluetooth, Einparkhilfe Kamera, Touchscreen, Sprachsteuerung;€ 23.900;Sehr guter Preis;139.900 km;Automatik;02/2019;Diesel;184 kW (250 PS);7,0 l/100 km;nan;Autoscout24.de
Fiat;Panda;Easy*Klima*ZV*;Klimaanlage, Dachreling, Einparkhilfe Sensoren hinten, E10-geeignet, Pannenkit, Nebelscheinwerfer, Elektr. Fensterheber, ABS;€ 7.269;Guter Preis;53.000 km;Schaltgetriebe;03/2016;Benzin;51 kW (69 PS);5,2 l/100 km;123 g/km;Autoscout24.de
Mercedes-Benz;GLC 300;AMGline 4Matic Coupe,Navi,LED,SD,360Kam.;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 30.800;Sehr guter Preis;140.735 km;Automatik;08/2017;Benzin;180 kW (245 PS);7,5 l/100 km;169 g/km;Autoscout24.de
BMW;218;Active Tourer i M Sport;Sportfahrwerk, Sportsitze, LED-Scheinwerfer, Einparkhilfe Kamera, Sportpaket, Bluetooth, Einparkhilfe selbstlenkendes System, E10-geeignet;€ 13.900;Guter Preis;145.000 km;Automatik;03/2017;Benzin;100 kW (136 PS);nan;nan;Autoscout24.de
SEAT;Ibiza;Beats *1.HAND* SHZ PDC KAM NAVI SOUND TEMP;Sportsitze, Sitzheizung, LED-Scheinwerfer, 2-Zonen-Klimaautomatik, Einparkhilfe Kamera, E10-geeignet, Volldigitales Kombiinstrument, Armlehne;€ 11.499;Sehr guter Preis;105.000 km;Schaltgetriebe;02/2019;Benzin;70 kW (95 PS);4,6 l/100 km;105 g/km;Autoscout24.de
Nissan;Juke;4x4 RFK. Klima. Navi. Sitzh. Schiebedach.;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 12.990;Sehr guter Preis;112.900 km;Automatik;02/2017;Benzin;140 kW (190 PS);6,5 l/100 km;153 g/km;Autoscout24.de
Volkswagen;Tiguan;TDI Trendline;3-Zonen-Klimaautomatik, Anhängerkupplung, Sitzheizung, Multifunktionslenkrad, Alufelgen, CD, MP3, Dachreling;€ 15.390;Sehr guter Preis;100.250 km;Schaltgetriebe;05/2017;Diesel;85 kW (116 PS);4,7 l/100 km;123 g/km;Autoscout24.de
Audi;A5;Cabriolet 1.8 TFSI S-tronic *S-LINE*NAVI*;Navigationssystem, Sportsitze, Sportpaket, Sportfahrwerk, Soundsystem, Multifunktionslenkrad, Sitzheizung, Scheinwerferreinigung;€ 19.480;Guter Preis;73.930 km;Automatik;05/2014;Benzin;125 kW (170 PS);6,2 l/100 km;147 g/km;Autoscout24.de
Ford;Tourneo Connect;Grand 1.5 TDCi Trend Automatik,7-Sitzer,Radio,PDC;Beifahrerairbag, Schiebetür links, Beheizbare Frontscheibe, Sitzheizung, Einparkhilfe Sensoren hinten, USB, Multifunktionslenkrad, Isofix;€ 14.890;Fairer Preis;117.751 km;Automatik;11/2015;Diesel;88 kW (120 PS);5,0 l/100 km;129 g/km;Autoscout24.de
Nissan;Qashqai;1.2 DIG-T N-Connecta, 360°, Navi, DAB;Alufelgen, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren vorne, Dachreling, Panoramadach, 360° Kamera, Sitzheizung, Navigationssystem;€ 13.900;Sehr guter Preis;76.000 km;Schaltgetriebe;07/2018;Benzin;85 kW (116 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Opel;Corsa-e;Elegance Electric | Navi | RFK | 11 kW |;Einparkhilfe Kamera, Regensensor, Lederlenkrad, Berganfahrassistent, Navigationssystem, Elektrische Seitenspiegel, Induktionsladen für Smartphones, Alufelgen; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Kia;;CEED SW 1.6 EDITION7  EMOTION OHNE KLIMA;Zentralverriegelung, Sitzheizung, Alufelgen, Isofix, Multifunktionslenkrad, Seitenairbag, Dachreling, Radio;€ 7.960;Sehr guter Preis;94.600 km;Schaltgetriebe;03/2014;Benzin;99 kW (135 PS);nan;nan;Autoscout24.de
Ford;Tourneo Connect;Grand 1.5 TDCi Trend Automatik,7-Sitzer,Radio,PDC;Beifahrerairbag, Schiebetür links, Beheizbare Frontscheibe, Sitzheizung, Einparkhilfe Sensoren hinten, USB, Multifunktionslenkrad, Isofix;€ 14.890;Fairer Preis;117.751 km;Automatik;11/2015;Diesel;88 kW (120 PS);5,0 l/100 km;129 g/km;Autoscout24.de
Nissan;Qashqai;1.2 DIG-T N-Connecta, 360°, Navi, DAB;Alufelgen, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren vorne, Dachreling, Panoramadach, 360° Kamera, Sitzheizung, Navigationssystem;€ 13.900;Sehr guter Preis;76.000 km;Schaltgetriebe;07/2018;Benzin;85 kW (116 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Opel;Corsa-e;Elegance Electric | Navi | RFK | 11 kW |;Einparkhilfe Kamera, Regensensor, Lederlenkrad, Berganfahrassistent, Navigationssystem, Elektrische Seitenspiegel, Induktionsladen für Smartphones, Alufelgen; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Mercedes-Benz;C 200;4Matic Avantg,7G-Tronic,Distronic,Head-up,Leder,Pa;Car Garantie incl.;€ 20.900;nan;104.554 km;Automatik;03/2016;Benzin;135 kW (184 PS);nan;nan;Autoscout24.de
Audi;A4;Lim. 1.4TFSI S-tronic AHK PARK SHZ TEMP XENON;Elektrische Seitenspiegel, Sommerreifen, Schaltwippen, Anhängerkupplung, Sitzheizung, E10-geeignet, Einparkhilfe Sensoren hinten, Scheinwerferreinigung;€ 17.499;Guter Preis;92.500 km;Automatik;07/2017;Benzin;110 kW (150 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Skoda;Octavia;Combi Style 2.0 TSI DSG StandHZG El. Panodach Navi;Bringservice deutschlandweit!;€ 14.990;Sehr guter Preis;151.000 km;Automatik;11/2018;Benzin;140 kW (190 PS);nan;nan;Autoscout24.de
Skoda;Fabia;Combi 1.0 TSI Ambition, Sitzheizung, Tempomat;seit über 40 Jahren zuverlässig 99% Weiterempfehlung;€ 11.495;Sehr guter Preis;46.400 km;Schaltgetriebe;01/2018;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
BMW;Z4;Baureihe Z4 Roadster sDrive 35i;Schaltwippen, Soundsystem, Totwinkel-Assistent, Lederlenkrad, Sommerreifen, Ambientebeleuchtung, Isofix, Getönte Scheiben;€ 31.990;Sehr guter Preis;19.821 km;Automatik;09/2016;Benzin;225 kW (306 PS);9,4 l/100 km;223 g/km;Autoscout24.de
Volkswagen;Polo;1.6 TDI Highline *PDC*SHZ*KLIMA*;❗Service Historie und Gebrauchtspureninfos auf Anruf;€ 13.140;Sehr guter Preis;55.433 km;Schaltgetriebe;11/2018;Diesel;70 kW (95 PS);3,7 l/100 km;131 g/km;Autoscout24.de
Mercedes-Benz;GLB 180;d 8G-DCT LEDER+VIRTUAL+PARKASS+TEMP+DAB;Sportpaket, Bordcomputer, Volldigitales Kombiinstrument, Alufelgen, Start/Stop-Automatik, Klimaautomatik, Dachreling, Einparkhilfe Sensoren vorne;€ 22.950;Sehr guter Preis;136.161 km;Automatik;05/2021;Diesel;85 kW (116 PS);4,7 l/100 km;125 g/km;Autoscout24.de
Kia;Sportage;2.0 CVVT 2WD Spirit;LED-Tagfahrlicht, Sitzheizung, Scheinwerferreinigung, Multifunktionslenkrad, Beifahrerairbag, USB, Xenonscheinwerfer, Schlüssellose Zentralverriegelung;€ 12.990;Fairer Preis;74.500 km;Schaltgetriebe;11/2013;Benzin;120 kW (163 PS);7,6 l/100 km;180 g/km;Autoscout24.de
Opel;Grandland X;1.5D DESIGN  NAVI/LED/AHK/SHZ/ALU;LED-Scheinwerfer, ABS, Lordosenstütze, Einparkhilfe Kamera, Pannenkit, Sitzheizung, Klimaautomatik, Regensensor;€ 14.960;Sehr guter Preis;134.000 km;Automatik;06/2021;Diesel;96 kW (131 PS);3,8 l/100 km;99 g/km;Autoscout24.de
Jeep;Renegade;Longitude FWD;Beifahrerairbag, Anhängerkupplung, Bluetooth, Freisprecheinrichtung, Lordosenstütze, Einparkhilfe Sensoren hinten, Wegfahrsperre, Dachreling;€ 10.990;Guter Preis;158.500 km;Schaltgetriebe;02/2015;Autogas (LPG);103 kW (140 PS);6,0 l/100 km;142 g/km;Autoscout24.de
Mercedes-Benz;GLK 220;CDI BlueTec 4Matic AHK PANO;Allrad, Elektrische Heckklappe, Panoramadach, Anhängerkupplung, Multifunktionslenkrad, Getönte Scheiben, CD, Sitzheizung;€ 21.999;Fairer Preis;131.800 km;Automatik;01/2015;Diesel;125 kW (170 PS);6,9 l/100 km;182 g/km;Autoscout24.de
Hyundai;TUCSON;Style Mild-Hybrid 4WD *KAMERA*NAVI*LKAS*;Allrad, Beifahrerairbag, Fahrerairbag, Einparkhilfe Sensoren vorne, LED-Scheinwerfer, Einparkhilfe Kamera, Sitzheizung, Alarmanlage;€ 20.499;nan;76.561 km;Automatik;01/2020;Diesel;136 kW (185 PS);5,8 l/100 km;153 g/km;Autoscout24.de
Mercedes-Benz;GLK 220;CDI 4M *2.HD *19 *Navigation *SHZ*Klima;Chrom-Paket   Start - Stop   Navi;€ 16.990;Fairer Preis;175.100 km;Automatik;05/2014;Diesel;125 kW (170 PS);6,1 l/100 km;nan;Autoscout24.de
Audi;A8;50 TDI HD Matrix Virtual Hud Kamera 21 Zoll;Volldigitales Kombiinstrument, Laserlicht, Einparkhilfe Kamera, Sportfahrwerk, Allrad, Head-up display, Sitzheizung, Elektrische Sitze;€ 37.490;Sehr guter Preis;177.300 km;Automatik;01/2019;Diesel;210 kW (286 PS);5,8 l/100 km;152 g/km;Autoscout24.de
Mercedes-Benz;C 300;de T Avantgarde 9G-tronic LED~Pano~WideScr.;Volldigitales Kombiinstrument, Sportfahrwerk, Panoramadach, Schiebedach, Sportsitze, Totwinkel-Assistent, Getönte Scheiben, Soundsystem; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Dacia;Bigster;TCe 130 4x4 Extreme NAVI 360°KAM SHZ PANO GJR LHZ;Panoramadach + 360°Kamera + InNature-Pak;€ 34.959;nan;11 km;Schaltgetriebe;nan;Benzin;96 kW (131 PS);6,1 l/100 km;137 g/km;Autoscout24.de
Hyundai;KONA;KONA 1 Hand, 38200km, Style Hybrid;Inzahlungnahme, Finanzierung ohne Anzahlung, Top Preise; ;nan;200 km;nan;nan;nan;nan;nan;nan;Autoscout24.de
BMW;120;d xDrive Urban Line - Navi - Tempomat - PDC - 8-fa;Zugriff auf über 25.000 weitere Fahrzeuge;€ 11.990;Fairer Preis;154.600 km;Schaltgetriebe;04/2014;Diesel;135 kW (184 PS);4,8 l/100 km;126 g/km;Autoscout24.de
Volkswagen;Touran;2.0 TDI Highline;3-Zonen-Klimaautomatik, LED-Scheinwerfer, Anhängerkupplung, Sitzheizung, CD, Navigationssystem, Alufelgen, Sportfahrwerk;€ 16.995;Fairer Preis;144.985 km;Schaltgetriebe;11/2015;Diesel;110 kW (150 PS);4,5 l/100 km;118 g/km;Autoscout24.de
Land Rover;Discovery;TDV6 S Klima AHK Temp Winterpaket;Beifahrerairbag, Luftfederung, Beheizbares Lenkrad, Freisprecheinrichtung, Lichtsensor, Seitenairbag, Anhängerkupplung, Einparkhilfe Sensoren hinten;€ 12.430;Fairer Preis;305.300 km;Automatik;08/2016;Diesel;155 kW (211 PS);nan;nan;Autoscout24.de
Volkswagen;Golf;VII 1.0 TSI BMT Comfortline Navi PDC Sitzh.;Sitzheizung, Elektrische Seitenspiegel, 2-Zonen-Klimaautomatik, Navigationssystem, Einparkhilfe Kamera, Multifunktionslenkrad, Lederlenkrad, Einparkhilfe Sensoren vorne;€ 12.910;Sehr guter Preis;79.609 km;Schaltgetriebe;12/2017;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
Mercedes-Benz;CLA 200;d aAHK/Voll-LED/Navi/Kamera;Einparkhilfe Kamera, Sportsitze, Sitzheizung, Alufelgen, Lederlenkrad, Fernlichtassistent, Tempomat, Navigationssystem;€ 18.910;Guter Preis;91.100 km;Schaltgetriebe;09/2017;Diesel;100 kW (136 PS);nan;nan;Autoscout24.de
Mercedes-Benz;E 220;CDI AVANTGARDE GLASDACH,PARKLENK,LEDILS,SH;Schiebedach, Elektrische Sitze, Regensensor, Navigationssystem, Anhängerkupplung, Alufelgen, Bi-Xenon Scheinwerfer, Sitzheizung;€ 23.880;Fairer Preis;56.700 km;Automatik;11/2015;Diesel;125 kW (170 PS);4,6 l/100 km;121 g/km;Autoscout24.de
Skoda;Fabia;1.2 TSI Cool Edition**ISOFIX**Bluetooth**;Günstige Finanzierung inkl. Garantie möglich!;€ 9.795;Sehr guter Preis;53.500 km;Schaltgetriebe;06/2016;Benzin;66 kW (90 PS);nan;nan;Autoscout24.de
