Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Opel,Corsa-e,21.791 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,19.549 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,28.544 km,02/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,15.689
Opel,Mokka-e,29.987 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.689
Opel,Mokka-e,24.798 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.689
Opel,Corsa-e,18.082 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Corsa-e,17.743 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Mokka-e,4.312 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Mokka-e,24.944 km,07/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,13.393 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Audi,SQ5,53.944 km,12/2021,Automatik,Diesel,251 kW (341 PS),7l/100km,186g CO2/km (komb)*,58.489
Skoda,Octavia,109.107 km,02/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,22.489
Ford,Tourneo Connect,35.342 km,10/2021,Manuell,Diesel,88 kW (120 PS),8l/100km,153g CO2/km (WLTP,28.689
Ford,Puma,38.918 km,05/2021,Automatik,Benzin,92 kW (125 PS),1l/100km,138g CO2/km (WLTP,22.989
Ford,Puma,51.712 km,03/2021,Manuell,Benzin,114 kW (155 PS),8l/100km,185g CO2/km (komb)*,22.989
Ford,Puma,31.831 km,08/2021,Manuell,Benzin,92 kW (125 PS),6l/100km,135g CO2/km (WLTP,21.989
Ford,SONSTIGE,63.387 km,10/2021,Manuell,Benzin,114 kW (155 PS),1l/100km,138g CO2/km (WLTP,20.989
Ford,Kuga,69.250 km,03/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,25.989
Ford,Kuga,60.987 km,01/2021,Manuell,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,24.989
Ford,Puma,32.391 km,02/2021,Manuell,Benzin,114 kW (155 PS),8l/100km,185g CO2/km (komb)*,21.989
Ford,Focus,13.542 km,11/2021,Manuell,Benzin,114 kW (155 PS),9l/100km,134g CO2/km (WLTP,22.589
Ford,Mustang,54.492 km,06/2021,Automatik,Benzin,331 kW (450 PS),8l/100km,185g CO2/km (komb)*,44.689
Ford,Puma,33.644 km,11/2021,Manuell,Benzin,114 kW (155 PS),1l/100km,138g CO2/km (WLTP,22.989
Ford,Kuga,50.587 km,10/2021,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,28.089
Ford,Puma,34.392 km,01/2021,Automatik,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,23.989
Ford,Fiesta,55.412 km,08/2021,Manuell,Benzin,55 kW (75 PS),7l/100km,129g CO2/km (WLTP,13.989
Ford,Puma,47.752 km,01/2021,Automatik,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,23.989
Ford,Focus,37.740 km,03/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,22.989
Ford,Kuga,35.732 km,02/2021,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.989
Ford,Puma,22.781 km,08/2021,Manuell,Benzin,147 kW (200 PS),8l/100km,185g CO2/km (komb)*,24.989
Ford,Kuga,29.487 km,07/2021,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,30.089
Ford,Transit Custom,69.272 km,10/2021,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,32.189
Ford,Ranger,30.556 km,05/2021,Automatik,Diesel,156 kW (212 PS),7l/100km,186g CO2/km (komb)*,48.389
Ford,Ranger,115.559 km,07/2021,Automatik,Diesel,156 kW (212 PS),7l/100km,186g CO2/km (komb)*,34.289
Opel,Corsa-e,9.556 km,10/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Volkswagen,T-Roc,36.310 km,07/2021,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.489
Volkswagen,Golf,84.389 km,01/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,25.589
Skoda,Fabia,13.341 km,01/2021,Manuell,Benzin,44 kW (60 PS),8l/100km,130g CO2/km (WLTP,14.289
Ford,Puma,33.250 km,07/2021,Manuell,Benzin,92 kW (125 PS),4l/100km,121g CO2/km (WLTP,21.389
Land Rover,Range Rover Evoque,49.585 km,10/2021,Automatik,Hybrid (Elektro / Benzin),227 kW (309 PS),4l/100km,32g CO2/km (komb)*,41.848
Cupra,Formentor,60.778 km,04/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,26.589
Jaguar,E-Pace,42.073 km,11/2021,Automatik,Hybrid (Elektro / Benzin),227 kW (309 PS),4l/100km,45g CO2/km (komb)*,36.848
Mercedes-Benz,Vito,79.301 km,02/2021,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,44.389
Mercedes-Benz,Vito,91.937 km,10/2021,Manuell,Diesel,100 kW (136 PS),7l/100km,186g CO2/km (komb)*,25.089
Ford,Puma,29.500 km,08/2021,Manuell,Benzin,147 kW (200 PS),8l/100km,185g CO2/km (komb)*,26.589
Volkswagen,Crafter,84.357 km,12/2021,Manuell,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,32.489
Ford,SONSTIGE,31.800 km,10/2021,Manuell,Diesel,96 kW (131 PS),4l/100km,195g CO2/km (WLTP,32.289
Jaguar,F-Pace,57.204 km,11/2021,Automatik,Hybrid (Elektro / Benzin),297 kW (301 PS),4l/100km,32g CO2/km (komb)*,46.348
Seat,Leon,48.500 km,11/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,120g CO2/km (WLTP,26.589
Seat,Ibiza,32.055 km,12/2021,Automatik,Benzin,110 kW (150 PS),1l/100km,140g CO2/km (WLTP,23.689
Skoda,Scala,34.486 km,06/2021,Manuell,Benzin,110 kW (150 PS),6l/100km,127g CO2/km (WLTP,21.689
Seat,Leon,29.987 km,12/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,117g CO2/km (WLTP,25.289
Cupra,Leon,26.832 km,09/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,28.789
Seat,Leon,68.440 km,12/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,118g CO2/km (WLTP,22.689
Skoda,Octavia,35.967 km,10/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,121g CO2/km (WLTP,27.689
Skoda,Octavia,35.967 km,10/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,121g CO2/km (WLTP,29.089
Skoda,Superb,58.029 km,04/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,132g CO2/km (WLTP,26.689
Skoda,Octavia,19.987 km,11/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,39.189
Skoda,Scala,35.688 km,07/2021,Automatik,Benzin,110 kW (150 PS),9l/100km,134g CO2/km (WLTP,23.689
Seat,Arona,29.662 km,07/2021,Automatik,Benzin,110 kW (150 PS),3l/100km,144g CO2/km (WLTP,25.989
Volkswagen,up!,27.792 km,12/2021,Manuell,Benzin,48 kW (65 PS),1l/100km,116g CO2/km (WLTP,13.689
Volkswagen,Passat Variant,63.800 km,05/2021,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),2l/100km,139g CO2/km (WLTP,25.689
Volkswagen,Passat Variant,33.780 km,09/2021,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),1l/100km,138g CO2/km (WLTP,28.689
Ford,Kuga,32.200 km,12/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,31.589
Skoda,Octavia,118.826 km,12/2021,Manuell,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,22.089
Audi,Q3,79.362 km,12/2021,Automatik,Hybrid (Elektro / Benzin),180 kW (245 PS),8l/100km,85g CO2/km (komb)*,38.589
Volkswagen,up!,9.987 km,05/2021,Automatik,Elektro,61 kW (83 PS),,0g CO2/km (komb)*,16.289
Skoda,Octavia,119.059 km,03/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,23.589
Volkswagen,Golf,30.887 km,12/2021,Automatik,Benzin,235 kW (320 PS),8l/100km,185g CO2/km (komb)*,41.789
Skoda,Octavia,62.364 km,02/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,27.489
Volkswagen,Passat Variant,31.080 km,05/2021,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),1l/100km,139g CO2/km (WLTP,28.689
Skoda,Octavia,117.985 km,06/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,31.989
Volkswagen,Golf Variant,106.940 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,23.489
Audi,SONSTIGE,67.259 km,05/2021,Automatik,Hybrid (Elektro / Benzin),150 kW (204 PS),8l/100km,85g CO2/km (komb)*,27.489
Opel,Grandland X,82.800 km,08/2021,Automatik,Benzin,96 kW (131 PS),9l/100km,111g CO2/km (komb)*,21.448
BMW,SONSTIGE,61.230 km,03/2021,Automatik,Diesel,140 kW (190 PS),8l/100km,151g CO2/km (WLTP,40.189
Audi,SONSTIGE,136.935 km,08/2021,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,30.589
Skoda,Karoq,51.676 km,12/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,27.089
Skoda,Octavia,112.369 km,02/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,23.589
Volkswagen,T-Cross,42.248 km,10/2021,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,24.889
Jaguar,E-Pace,31.092 km,11/2021,Automatik,Hybrid (Elektro / Benzin),227 kW (309 PS),4l/100km,32g CO2/km (komb)*,40.048
Volkswagen,Polo,53.083 km,06/2021,Automatik,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,19.589
Volkswagen,T6 Caravelle,65.526 km,06/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,43.589
Volkswagen,Passat,83.816 km,06/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,30.189
Volkswagen,Passat,28.515 km,07/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,31.189
Ford,Fiesta,67.300 km,11/2021,Manuell,Benzin,55 kW (75 PS),7l/100km,129g CO2/km (WLTP,13.589
Renault,Twingo,15.940 km,07/2021,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (WLTP,14.948
Seat,Ateca,45.750 km,03/2021,Automatik,Benzin,110 kW (150 PS),9l/100km,157g CO2/km (WLTP,28.689
Cupra,Formentor,27.378 km,12/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,29.789
Seat,Ateca,28.997 km,12/2021,Manuell,Benzin,110 kW (150 PS),7l/100km,152g CO2/km (WLTP,26.689
Volkswagen,Passat,54.238 km,12/2021,Automatik,Diesel,147 kW (200 PS),6l/100km,157g CO2/km (WLTP,34.289
Volkswagen,Passat,31.271 km,12/2021,Automatik,Diesel,147 kW (200 PS),1l/100km,161g CO2/km (WLTP,36.089
Skoda,Kodiaq,49.987 km,10/2021,Automatik,Diesel,147 kW (200 PS),5l/100km,171g CO2/km (WLTP,40.189
Volkswagen,Passat,54.238 km,12/2021,Automatik,Diesel,147 kW (200 PS),6l/100km,157g CO2/km (WLTP,32.889
Opel,Astra,27.217 km,12/2021,Manuell,Benzin,81 kW (110 PS),2l/100km,118g CO2/km (WLTP,17.689
Skoda,Kamiq,54.692 km,08/2021,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,23.989
Skoda,Octavia,68.489 km,11/2021,Manuell,Diesel,110 kW (150 PS),4l/100km,116g CO2/km (WLTP,26.689
Volkswagen,Golf,92.767 km,07/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,26.489
Ford,Kuga,29.485 km,07/2021,Automatik,Benzin,140 kW (190 PS),9l/100km,136g CO2/km (WLTP,31.289
Ford,Tourneo Custom,75.317 km,08/2021,Automatik,Diesel,136 kW (185 PS),4l/100km,221g CO2/km (WLTP,42.049
Ford,Tourneo Custom,73.991 km,07/2021,Automatik,Diesel,136 kW (185 PS),4l/100km,221g CO2/km (WLTP,42.049
Ford,Tourneo Custom,72.547 km,08/2021,Automatik,Diesel,136 kW (185 PS),4l/100km,221g CO2/km (WLTP,42.049
Cupra,Formentor,39.637 km,03/2021,Automatik,Benzin,228 kW (310 PS),8l/100km,185g CO2/km (komb)*,34.589
Skoda,Kodiaq,108.492 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,29.489
Volkswagen,T-Cross,39.797 km,12/2021,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,25.489
Skoda,Kodiaq,84.210 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,31.089
Volkswagen,ID.3,39.141 km,12/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,22.989
Skoda,Enyaq iV,21.654 km,09/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,34.289
Volkswagen,ID.3,37.845 km,11/2021,Automatik,Elektro,110 kW (150 PS),,0g CO2/km (komb)*,20.489
Renault,Captur,46.753 km,12/2021,Automatik,Hybrid (Elektro / Benzin),116 kW (92 PS),4l/100km,32g CO2/km (komb)*,21.148
Dacia,Duster,62.750 km,02/2021,Manuell,Autogas,74 kW (101 PS),,96g CO2/km (komb)*,15.848
Ford,Bronco,25.000 km,12/2021,Automatik,Benzin,224 kW (305 PS),8l/100km,185g CO2/km (komb)*,66.989
Ford,Tourneo Custom,72.547 km,09/2021,Automatik,Diesel,136 kW (185 PS),4l/100km,0g CO2/km (WLTP,41.249
Volkswagen,SONSTIGE,84.468 km,05/2021,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),8l/100km,85g CO2/km (komb)*,29.589
Ford,Tourneo Custom,75.317 km,09/2021,Automatik,Diesel,136 kW (185 PS),4l/100km,0g CO2/km (WLTP,41.249
Volkswagen,SONSTIGE,95.932 km,07/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,37.589
Audi,SONSTIGE,52.353 km,09/2021,Automatik,Hybrid (Elektro / Benzin),270 kW (367 PS),8l/100km,85g CO2/km (komb)*,50.689
Ford,Tourneo Custom,73.991 km,08/2021,Automatik,Diesel,136 kW (185 PS),4l/100km,0g CO2/km (WLTP,41.249
Skoda,Octavia,40.600 km,03/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,118g CO2/km (WLTP,28.689
Volkswagen,T6 Transporter,96.133 km,02/2021,Manuell,Diesel,81 kW (110 PS),7l/100km,186g CO2/km (komb)*,25.489
Volkswagen,SONSTIGE,52.050 km,01/2021,Manuell,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,21.489
Ford,Puma,83.500 km,11/2021,Manuell,Benzin,147 kW (200 PS),8l/100km,154g CO2/km (WLTP,22.989
Kia,XCeed,44.690 km,04/2021,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,25.248
Jaguar,F-Pace,59.828 km,04/2021,Automatik,Hybrid (Elektro / Benzin),297 kW (404 PS),4l/100km,32g CO2/km (komb)*,47.448
Peugeot,108,50.135 km,04/2021,Manuell,Benzin,53 kW (72 PS),3l/100km,120g CO2/km (WLTP,11.089
Land Rover,Range Rover Evoque,38.932 km,06/2021,Automatik,Hybrid (Elektro / Benzin),227 kW (200 PS),4l/100km,32g CO2/km (komb)*,42.648
Ford,Transit Connect,29.808 km,09/2021,Manuell,Diesel,74 kW (101 PS),7l/100km,186g CO2/km (komb)*,20.989
Volkswagen,up!,40.270 km,07/2021,Manuell,Benzin,48 kW (65 PS),8l/100km,185g CO2/km (komb)*,13.489
Skoda,Karoq,26.890 km,07/2021,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,23.489
Skoda,Karoq,66.910 km,07/2021,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,25.489
Volkswagen,Passat,70.881 km,03/2021,Automatik,Benzin,160 kW (218 PS),8l/100km,185g CO2/km (komb)*,28.589
Volkswagen,Tiguan,30.000 km,03/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,36.989
Land Rover,Range Rover Evoque,36.933 km,05/2021,Automatik,Hybrid (Elektro / Benzin),147 kW (200 PS),4l/100km,32g CO2/km (komb)*,43.948
Jaguar,F-Pace,49.310 km,07/2021,Automatik,Hybrid (Elektro / Benzin),297 kW (301 PS),4l/100km,32g CO2/km (komb)*,50.848
Land Rover,Defender,97.587 km,07/2021,Automatik,Hybrid (Elektro / Benzin),297 kW (301 PS),4l/100km,32g CO2/km (komb)*,78.748
Skoda,Kamiq,22.100 km,12/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.748
Land Rover,Range Rover Evoque,29.012 km,03/2021,Automatik,Diesel,120 kW (163 PS),0l/100km,0g CO2/km (WLTP,42.749
Cupra,Leon,32.492 km,08/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,26.689
Seat,Tarraco,61.385 km,10/2021,Manuell,Diesel,110 kW (150 PS),4l/100km,141g CO2/km (WLTP,26.989
Seat,Tarraco,38.090 km,10/2021,Manuell,Benzin,110 kW (150 PS),2l/100km,163g CO2/km (WLTP,31.889
Seat,Tarraco,38.090 km,10/2021,Manuell,Benzin,110 kW (150 PS),2l/100km,163g CO2/km (WLTP,33.189
Ford,Puma,24.050 km,02/2021,Manuell,Benzin,147 kW (200 PS),8l/100km,185g CO2/km (komb)*,27.089
Volkswagen,Polo,29.023 km,11/2021,Manuell,Benzin,59 kW (80 PS),4l/100km,123g CO2/km (WLTP,17.689
Renault,ZOE,49.367 km,12/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (WLTP,17.448
Skoda,Octavia,78.000 km,11/2021,Automatik,Benzin,180 kW (245 PS),1l/100km,161g CO2/km (WLTP,35.089
Skoda,Citigo,46.452 km,05/2021,Automatik,Elektro,61 kW (83 PS),,0g CO2/km (komb)*,14.989
Audi,Q4 e-tron,35.836 km,06/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,47.889
Audi,Q4 e-tron,39.431 km,11/2021,Automatik,Elektro,220 kW (299 PS),,0g CO2/km (komb)*,52.489
Volkswagen,ID.3,48.487 km,08/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,25.989
Volkswagen,ID.4,36.839 km,07/2021,Automatik,Elektro,109 kW (148 PS),,0g CO2/km (komb)*,24.989
Jaguar,F-Pace,46.028 km,03/2021,Automatik,Hybrid (Elektro / Benzin),297 kW (301 PS),8l/100km,85g CO2/km (komb)*,67.248
Hyundai,Tucson,36.738 km,11/2021,Manuell,Benzin,110 kW (150 PS),3l/100km,144g CO2/km (komb)*,27.348
Skoda,Octavia,76.770 km,11/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,32.589
Volkswagen,Passat Variant,81.043 km,03/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,24.489
Seat,Tarraco,92.396 km,12/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,33.989
Volkswagen,T6 Kombi,110.759 km,11/2021,Manuell,Diesel,81 kW (110 PS),7l/100km,186g CO2/km (komb)*,32.489
Audi,Q5,116.594 km,12/2021,Automatik,Hybrid (Elektro / Benzin),270 kW (367 PS),8l/100km,85g CO2/km (komb)*,41.789
Volkswagen,Touran,60.458 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,33.489
Volkswagen,SONSTIGE,54.966 km,12/2021,Automatik,Benzin,235 kW (320 PS),8l/100km,185g CO2/km (komb)*,40.789
Skoda,Octavia,31.270 km,08/2021,Manuell,Diesel,110 kW (150 PS),2l/100km,110g CO2/km (WLTP,27.689
Land Rover,Range Rover Evoque,43.225 km,04/2021,Automatik,Hybrid (Elektro / Benzin),227 kW (309 PS),4l/100km,43g CO2/km (komb)*,47.348
Land Rover,Range Rover Velar,81.750 km,02/2021,Automatik,Diesel,221 kW (1 PS),5l/100km,96g CO2/km (komb)*,55.648
Ford,Kuga,60.000 km,11/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,29.589
Volkswagen,Arteon,38.019 km,11/2021,Automatik,Benzin,140 kW (190 PS),3l/100km,167g CO2/km (WLTP,32.889
Ford,Mondeo,32.677 km,10/2021,Automatik,Benzin,138 kW (188 PS),8l/100km,185g CO2/km (komb)*,29.349
Ford,Kuga,68.142 km,07/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,29.189
Hyundai,IONIQ,14.000 km,12/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,23.089
Seat,Leon,60.350 km,04/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.989
Volkswagen,Polo,60.195 km,11/2021,Automatik,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,20.489
Hyundai,Kona,57.460 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,25.089
Peugeot,308,26.316 km,03/2021,Manuell,Benzin,96 kW (131 PS),7l/100km,127g CO2/km (WLTP,20.489
Ford,Kuga,23.935 km,11/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,35.489
Volkswagen,Sharan,69.600 km,12/2021,Automatik,Benzin,110 kW (150 PS),7l/100km,198g CO2/km (WLTP,37.589
Seat,Tarraco,54.106 km,11/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,148g CO2/km (WLTP,28.789
Volkswagen,Arteon,19.987 km,12/2021,Automatik,Benzin,140 kW (190 PS),3l/100km,166g CO2/km (WLTP,34.989
Seat,Leon,29.754 km,09/2021,Manuell,Benzin,96 kW (131 PS),6l/100km,126g CO2/km (WLTP,22.689
Seat,Tarraco,54.106 km,11/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,148g CO2/km (WLTP,30.089
Volkswagen,Golf,34.790 km,01/2021,Automatik,Benzin,110 kW (150 PS),1l/100km,138g CO2/km (WLTP,28.189
Volkswagen,Golf Variant,31.025 km,06/2021,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,23.289
Volkswagen,SONSTIGE,102.113 km,11/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,27.989
Ford,Focus,25.657 km,10/2021,Manuell,Benzin,114 kW (155 PS),9l/100km,134g CO2/km (WLTP,21.489
Audi,Q5,100.363 km,12/2021,Automatik,Hybrid (Elektro / Benzin),220 kW (299 PS),8l/100km,85g CO2/km (komb)*,38.389
Toyota,Proace,1.010 km,12/2023,Automatik,Diesel,130 kW (177 PS),5l/100km,197g CO2/km (WLTP,45.548
Renault,Clio,10.403 km,03/2023,Automatik,Benzin,67 kW (90 PS),8l/100km,111g CO2/km (komb)*,20.048
Volkswagen,Golf,28.391 km,09/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.189
Mazda,CX-5,9.614 km,03/2023,Automatik,Benzin,143 kW (194 PS),6l/100km,171g CO2/km (WLTP,35.348
Skoda,Octavia,21.458 km,10/2023,Automatik,Benzin,110 kW (150 PS),8l/100km,114g CO2/km (komb)*,31.189
Volkswagen,Golf,35.900 km,07/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.189
Volkswagen,Golf,33.212 km,10/2023,Automatik,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,25.989
Seat,Leon,16.090 km,12/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.189
Skoda,Superb,16.875 km,11/2023,Automatik,Benzin,110 kW (150 PS),8l/100km,116g CO2/km (komb)*,32.189
Hyundai,Kona,5.000 km,11/2023,Automatik,Benzin,88 kW (120 PS),3l/100km,143g CO2/km (WLTP,29.189
Audi,A3,27.842 km,04/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,33.789
Ford,Kuga,74.300 km,10/2023,Automatik,Diesel,88 kW (120 PS),6l/100km,158g CO2/km (WLTP,31.189
Volkswagen,Golf,16.551 km,10/2023,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,26.989
Volkswagen,Golf,24.170 km,10/2023,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,25.789
Ford,Kuga,21.100 km,10/2023,Automatik,Diesel,88 kW (120 PS),6l/100km,157g CO2/km (WLTP,35.389
Hyundai,Tucson,35.479 km,07/2023,Automatik,Benzin,132 kW (177 PS),8l/100km,185g CO2/km (komb)*,36.989
Opel,Corsa,13.324 km,01/2023,Manuell,Benzin,74 kW (101 PS),1l/100km,115g CO2/km (WLTP,16.689
Opel,Corsa,53 km,01/2023,Manuell,Benzin,55 kW (75 PS),9l/100km,499g CO2/km (WLTP,16.548
Ford,Kuga,16.066 km,02/2023,Automatik,Diesel,88 kW (120 PS),7l/100km,186g CO2/km (komb)*,28.548
Fiat,500,4.160 km,12/2023,Manuell,Hybrid (Elektro / Benzin),51 kW (69 PS),4l/100km,32g CO2/km (komb)*,16.048
Renault,Captur,29.997 km,01/2023,Automatik,Hybrid (Elektro / Benzin),117 kW (159 PS),4l/100km,32g CO2/km (komb)*,27.448
Hyundai,Santa Fe,28.500 km,10/2023,Automatik,Diesel,142 kW (193 PS),3l/100km,166g CO2/km (WLTP,45.348
Ford,Fiesta,37.400 km,03/2023,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,18.548
Opel,Crossland X,66.450 km,02/2023,Automatik,Benzin,96 kW (131 PS),5l/100km,147g CO2/km (WLTP,22.089
Dacia,Sandero,2.829 km,12/2023,Manuell,Benzin,67 kW (91 PS),8l/100km,185g CO2/km (komb)*,15.948
Mazda,6,20.075 km,12/2023,Automatik,Benzin,143 kW (194 PS),6l/100km,0g CO2/km (WLTP,31.848
Toyota,C-HR,1.010 km,06/2023,Automatik,Hybrid (Elektro / Benzin),145 kW (197 PS),4l/100km,110g CO2/km (WLTP,30.648
Mazda,CX-5,23.397 km,12/2023,Automatik,Benzin,143 kW (194 PS),8l/100km,185g CO2/km (komb)*,37.048
Renault,Megane E-Tech,14.112 km,07/2023,Automatik,Elektro,160 kW (218 PS),,0g CO2/km (WLTP,32.548
Seat,Ibiza,9.987 km,08/2023,Manuell,Benzin,70 kW (95 PS),5l/100km,124g CO2/km (WLTP,19.289
